ELEMENT_GLOBAL_ID,Scientific Name,Common Name,Taxonomic Group
100557,Moxostoma robustum,Robust Redhorse,Freshwater and Anadromous Fishes
105531,Mylopharodon conocephalus,Hardhead,Freshwater and Anadromous Fishes
105904,Notropis albizonatus,Palezone Shiner,Freshwater and Anadromous Fishes
105704,Notropis anogenus,Pugnose Shiner,Freshwater and Anadromous Fishes
106578,Notropis ariommus,Popeye Shiner,Freshwater and Anadromous Fishes
100562,Notropis bifrenatus,Bridle Shiner,Freshwater and Anadromous Fishes
101716,Notropis buccula,Smalleye Shiner,Freshwater and Anadromous Fishes
105506,Notropis cahabae,Cahaba Shiner,Freshwater and Anadromous Fishes
105071,Notropis chihuahua,Chihuahua Shiner,Freshwater and Anadromous Fishes
104520,Notropis girardi,Arkansas River Shiner,Freshwater and Anadromous Fishes
104906,Notropis hypsilepis,Highscale Shiner,Freshwater and Anadromous Fishes
104556,Notropis jemezanus,Rio Grande Shiner,Freshwater and Anadromous Fishes
104147,Notropis mekistocholas,Cape Fear Shiner,Freshwater and Anadromous Fishes
101090,Notropis melanostomus,Blackmouth Shiner,Freshwater and Anadromous Fishes
106206,Notropis ortenburgeri,Kiamichi Shiner,Freshwater and Anadromous Fishes
106208,Notropis oxyrhynchus,Sharpnose Shiner,Freshwater and Anadromous Fishes
101911,Notropis ozarcanus,Ozark Shiner,Freshwater and Anadromous Fishes
101737,Notropis perpallidus,Peppered Shiner,Freshwater and Anadromous Fishes
104769,Notropis rupestris,Bedrock Shiner,Freshwater and Anadromous Fishes
103598,Notropis semperasper,Roughhead Shiner,Freshwater and Anadromous Fishes
102490,Notropis simus,Bluntnose Shiner,Freshwater and Anadromous Fishes
103711,Notropis suttkusi,Rocky Shiner,Freshwater and Anadromous Fishes
105369,Notropis topeka,Topeka Shiner,Freshwater and Anadromous Fishes
100029,Notropis uranoscopus,Skygazer Shiner,Freshwater and Anadromous Fishes
104060,Noturus baileyi,Smoky Madtom,Freshwater and Anadromous Fishes
103958,Noturus crypticus,Chucky Madtom,Freshwater and Anadromous Fishes
104145,Noturus fasciatus,Saddled Madtom,Freshwater and Anadromous Fishes
106161,Noturus flavater,Checkered Madtom,Freshwater and Anadromous Fishes
102313,Noturus flavipinnis,Yellowfin Madtom,Freshwater and Anadromous Fishes
103808,Noturus furiosus,Carolina Madtom,Freshwater and Anadromous Fishes
103813,Noturus gilberti,Orangefin Madtom,Freshwater and Anadromous Fishes
814750,Noturus gladiator,Piebald Madtom,Freshwater and Anadromous Fishes
101279,Noturus lachneri,Ouachita Madtom,Freshwater and Anadromous Fishes
100581,Noturus munitus,Frecklebelly Madtom,Freshwater and Anadromous Fishes
103697,Noturus placidus,Neosho Madtom,Freshwater and Anadromous Fishes
102805,Noturus stanauli,Pygmy Madtom,Freshwater and Anadromous Fishes
814735,Noturus stigmosus,Northern Madtom,Freshwater and Anadromous Fishes
100771,Noturus taylori,Caddo Madtom,Freshwater and Anadromous Fishes
100403,Novumbra hubbsi,Olympic Mudminnow,Freshwater and Anadromous Fishes
105167,Oncorhynchus gilae,Gila Trout,Freshwater and Anadromous Fishes
103713,Oregonichthys crameri,Oregon Chub,Freshwater and Anadromous Fishes
103461,Oregonichthys kalawatseti,Umpqua Oregon Chub,Freshwater and Anadromous Fishes
105987,Percina antesella,Amber Darter,Freshwater and Anadromous Fishes
102368,Percina aurolineata,Goldline Darter,Freshwater and Anadromous Fishes
101272,Percina aurora,Pearl Darter,Freshwater and Anadromous Fishes
105948,Percina austroperca,Southern Logperch,Freshwater and Anadromous Fishes
844068,Percina bimaculata,Chesapeake Logperch,Freshwater and Anadromous Fishes
101481,Percina brevicauda,Coal Darter,Freshwater and Anadromous Fishes
103920,Percina burtoni,Blotchside Logperch,Freshwater and Anadromous Fishes
791584,Percina crypta,Halloween Darter,Freshwater and Anadromous Fishes
102395,Percina cymatotaenia,Bluestripe Darter,Freshwater and Anadromous Fishes
104957,Percina jenkinsi,Conasauga Logperch,Freshwater and Anadromous Fishes
105820,Percina kusha,Bridled Darter,Freshwater and Anadromous Fishes
101698,Percina lenticula,Freckled Darter,Freshwater and Anadromous Fishes
814563,Percina macrocephala,Longhead Darter,Freshwater and Anadromous Fishes
103396,Percina nasuta,Longnose Darter,Freshwater and Anadromous Fishes
106091,Percina pantherina,Leopard Darter,Freshwater and Anadromous Fishes
102785,Percina rex,Roanoke Logperch,Freshwater and Anadromous Fishes
104072,Percina sipsi,Bankhead Darter,Freshwater and Anadromous Fishes
105662,Percina smithvanizi,Muscadine Darter,Freshwater and Anadromous Fishes
102566,Percina squamata,Olive Darter,Freshwater and Anadromous Fishes
101085,Percina tanasi,Snail Darter,Freshwater and Anadromous Fishes
101084,Percina uranidea,Stargazing Darter,Freshwater and Anadromous Fishes
814575,Percina williamsi,Sickle Darter,Freshwater and Anadromous Fishes
100368,Phenacobius crassilabrum,Fatlips Minnow,Freshwater and Anadromous Fishes
104310,Phenacobius teretulus,Kanawha Minnow,Freshwater and Anadromous Fishes
102603,Plagopterus argentissimus,Woundfin,Freshwater and Anadromous Fishes
101756,Poeciliopsis occidentalis,Gila Topminnow,Freshwater and Anadromous Fishes
106187,Poeciliopsis sonoriensis,Yaqui Topminnow,Freshwater and Anadromous Fishes
103370,Prosopium abyssicola,Bear Lake Whitefish,Freshwater and Anadromous Fishes
101299,Prosopium gemmifer,Bonneville Cisco,Freshwater and Anadromous Fishes
101754,Prosopium spilonotus,Bonneville Whitefish,Freshwater and Anadromous Fishes
100715,Pteronotropis euryzonus,Broadstripe Shiner,Freshwater and Anadromous Fishes
101918,Pteronotropis hubbsi,Bluehead Shiner,Freshwater and Anadromous Fishes
790461,Pteronotropis merlini,Orangetail Shiner,Freshwater and Anadromous Fishes
105654,Pteronotropis welaka,Bluenose Shiner,Freshwater and Anadromous Fishes
104138,Ptychocheilus lucius,Colorado Pikeminnow,Freshwater and Anadromous Fishes
104195,Relictus solitarius,Relict Dace,Freshwater and Anadromous Fishes
100258,Rhinichthys cobitis,Loach Minnow,Freshwater and Anadromous Fishes
102267,Rhinichthys evermanni,Umpqua Dace,Freshwater and Anadromous Fishes
104555,Salvelinus malma,Dolly Varden,Freshwater and Anadromous Fishes
100902,Satan eurystomus,Widemouth Blindcat,Freshwater and Anadromous Fishes
103033,Scaphirhynchus albus,Pallid Sturgeon,Freshwater and Anadromous Fishes
103361,Scaphirhynchus platorynchus,Shovelnose Sturgeon,Freshwater and Anadromous Fishes
100500,Scaphirhynchus suttkusi,Alabama Sturgeon,Freshwater and Anadromous Fishes
102725,Semotilus lumbee,Sandhills Chub,Freshwater and Anadromous Fishes
103551,Siphateles alvordensis,Alvord Chub,Freshwater and Anadromous Fishes
105278,Siphateles boraxobius,Borax Lake Chub,Freshwater and Anadromous Fishes
105723,Speoplatyrhinus poulsoni,Alabama Cavefish,Freshwater and Anadromous Fishes
106189,Thoburnia atripinnis,Blackfin Sucker,Freshwater and Anadromous Fishes
100009,Thoburnia hamiltoni,Rustyside Sucker,Freshwater and Anadromous Fishes
102003,Troglichthys rosae,Ozark Cavefish,Freshwater and Anadromous Fishes
106498,Trogloglanis pattersoni,Toothless Blindcat,Freshwater and Anadromous Fishes
104297,Xyrauchen texanus,Razorback Sucker,Freshwater and Anadromous Fishes
101173,Ammospermophilus nelsoni,Nelson's Antelope Squirrel,Mammals
102121,Arborimus albipes,White-footed Vole,Mammals
101630,Arborimus longicaudus,Red Tree Vole,Mammals
105805,Arborimus pomo,Sonoma Tree Vole,Mammals
100006,Blarina shermani,Sherman's Short-tailed Shrew,Mammals
101310,Choeronycteris mexicana,Mexican Long-tongued Bat,Mammals
102452,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,Mammals
104289,Cynomys parvidens,Utah Prairie Dog,Mammals
101563,Dipodomys agilis,Agile Kangaroo Rat,Mammals
101748,Dipodomys elator,Texas Kangaroo Rat,Mammals
103814,Dipodomys ingens,Giant Kangaroo Rat,Mammals
100865,Dipodomys nitratoides,San Joaquin Valley Kangaroo Rat,Mammals
103382,Dipodomys stephensi,Stephens's Kangaroo Rat,Mammals
104958,Eumops floridanus,Florida Bonneted Bat,Mammals
104006,Geomys arenarius,Desert Pocket Gopher,Mammals
106158,Geomys texensis,Central Texas Pocket Gopher,Mammals
104362,Lasionycteris noctivagans,Silver-haired Bat,Mammals
799416,Lasiurus borealis,Eastern Red Bat,Mammals
106446,Lasiurus cinereus,Hoary Bat,Mammals
104046,Leopardus pardalis,Ocelot,Mammals
104259,Leptonycteris nivalis,Mexican Long-nosed Bat,Mammals
106286,Leptonycteris yerbabuenae,Lesser Long-nosed Bat,Mammals
100867,Macrotus californicus,California Leaf-nosed Bat,Mammals
102145,Marmota olympus,Olympic Marmot,Mammals
103796,Microdipodops pallidus,Pale Kangaroo Mouse,Mammals
102031,Mustela nigripes,Black-footed Ferret,Mammals
104746,Myotis grisescens,Gray Myotis,Mammals
105436,Myotis keenii,Keen's Myotis,Mammals
100473,Myotis lucifugus,Little Brown Myotis,Mammals
102615,Myotis septentrionalis,Northern Long-eared Bat,Mammals
100428,Myotis sodalis,Indiana Myotis,Mammals
101309,Neofiber alleni,Round-tailed Muskrat,Mammals
104774,Neotamias palmeri,Palmer's Chipmunk,Mammals
101808,Neotoma magister,Allegheny Woodrat,Mammals
102580,Perimyotis subflavus,Tricolored Bat,Mammals
101896,Perognathus alticola,White-eared Pocket Mouse,Mammals
105562,Perognathus inornatus,San Joaquin Pocket Mouse,Mammals
102175,Podomys floridanus,Florida Deermouse,Mammals
102291,Reithrodontomys raviventris,Salt-marsh Harvest Mouse,Mammals
103567,Sorex arizonae,Arizona Shrew,Mammals
101253,Sorex lyelli,Mt. Lyell Shrew,Mammals
101683,Sorex pacificus,Pacific Shrew,Mammals
791191,Sylvilagus cognatus,Manzano Mountain Cottontail,Mammals
100820,Sylvilagus robustus,Robust Cottontail,Mammals
791204,Sylvilagus transitionalis,New England Cottontail,Mammals
100706,Thomomys bulbivorus,Camas Pocket Gopher,Mammals
103243,Thomomys clusius,Wyoming Pocket Gopher,Mammals
102796,Urocitellus brunneus,Northern Idaho Ground Squirrel,Mammals
104618,Urocitellus endemicus,Southern Idaho Ground Squirrel,Mammals
102480,Urocitellus townsendii,Townsend's Ground Squirrel,Mammals
101353,Urocitellus washingtoni,Washington Ground Squirrel,Mammals
103443,Urocyon littoralis,Island Fox,Mammals
104178,Vulpes velox,Swift Fox,Mammals
103905,Xerospermophilus mohavensis,Mohave Ground Squirrel,Mammals
960627,Anniella alexanderae,Temblor Legless Lizard,Reptiles
960633,Anniella campi,Southern Sierra Legless Lizard,Reptiles
960630,Anniella grinnelli,Bakersfield Legless Lizard,Reptiles
960624,Anniella pulchra,Northern California Legless Lizard,Reptiles
960636,Anniella stebbinsi,Southern California Legless Lizard,Reptiles
103410,Aspidoscelis neotesselata,Colorado Checkered Whiptail,Reptiles
637965,Aspidoscelis pai,Pai Striped Whiptail,Reptiles
101123,Aspidoscelis xanthonota,Red-backed Whiptail,Reptiles
101155,Charina umbratica,Southern Rubber Boa,Reptiles
104421,Chionactis palarostris,Sonoran Shovel-nosed Snake,Reptiles
105161,Clonophis kirtlandii,Kirtland's Snake,Reptiles
106036,Coleonyx reticulatus,Reticulated Gecko,Reptiles
100487,Crotaphytus reticulatus,Reticulate Collared Lizard,Reptiles
100264,Elgaria panamintina,Panamint Alligator Lizard,Reptiles
101103,Gambelia sila,Blunt-nosed Leopard Lizard,Reptiles
105330,Heterodon simus,Southern Hog-nosed Snake,Reptiles
103768,Holbrookia lacerata,Spot-tailed Earless Lizard,Reptiles
106507,Lampropeltis extenuata,Short-tailed Kingsnake,Reptiles
102910,Lampropeltis floridana,Florida Kingsnake,Reptiles
1027676,Lampropeltis meansi,Eastern Apalachicola Lowlands Kingsnake,Reptiles
101160,Nerodia harteri,Brazos Watersnake,Reptiles
103615,Nerodia paucimaculata,Concho Watersnake,Reptiles
102635,Ophisaurus compressus,Island Glass Lizard,Reptiles
105336,Ophisaurus mimicus,Mimic Glass Lizard,Reptiles
833104,Phrynosoma blainvillii,Blainville's Horned Lizard,Reptiles
817673,Phrynosoma goodei,Goode's Horned Lizard,Reptiles
104573,Phrynosoma mcallii,Flat-tailed Horned Lizard,Reptiles
102626,Pituophis ruthveni,Louisiana Pinesnake,Reptiles
100093,Plestiodon reynoldsi,Sand Skink,Reptiles
101602,Rhineura floridana,Florida Worm Lizard,Reptiles
105095,Sceloporus arenicolus,Dunes Sagebrush Lizard,Reptiles
893109,Sceloporus cyanogenys,Blue Spiny Lizard,Reptiles
100784,Sceloporus woodi,Florida Scrub Lizard,Reptiles
105543,Sistrurus catenatus,Eastern Massasauga,Reptiles
100337,Sistrurus tergeminus,Western Massasauga,Reptiles
101137,Tantilla cucullata,Trans-Pecos Black-headed Snake,Reptiles
105313,Tantilla oolitica,Rim Rock Crowned Snake,Reptiles
106098,Thamnophis gigas,Giant Gartersnake,Reptiles
103150,Thamnophis rufipunctatus,Narrow-headed Gartersnake,Reptiles
105941,Uma notata,Colorado Desert Fringe-toed Lizard,Reptiles
105893,Uma rufopunctata,Yuman Fringe-toed Lizard,Reptiles
101909,Uma scoparia,Mohave Fringe-toed Lizard,Reptiles
100054,Xantusia arizonae,Arizona Night Lizard,Reptiles
102461,Xantusia bezyi,Bezy's Night Lizard,Reptiles
103674,Xantusia gracilis,Sandstone Night Lizard,Reptiles
106467,Xantusia riversiana,Island Night Lizard,Reptiles
102131,Xantusia sierrae,Sierra Night Lizard,Reptiles
102191,Actinemys marmorata,Western Pond Turtle,Turtles
100280,Glyptemys insculpta,Wood Turtle,Turtles
101495,Glyptemys muhlenbergii,Bog Turtle,Turtles
102027,Gopherus agassizii,Agassiz's Desert Tortoise,Turtles
105196,Gopherus polyphemus,Gopher Tortoise,Turtles
105092,Graptemys barbouri,Barbour's Map Turtle,Turtles
103126,Graptemys caglei,Cagle's Map Turtle,Turtles
103688,Graptemys ernsti,Escambia Map Turtle,Turtles
103582,Graptemys flavimaculata,Yellow-blotched Map Turtle,Turtles
844122,Graptemys gibbonsi,Pascagoula Map Turtle,Turtles
106155,Graptemys nigrinoda,Black-knobbed Map Turtle,Turtles
105779,Graptemys oculifera,Ringed Map Turtle,Turtles
844120,Graptemys pearlensis,Pearl River Map Turtle,Turtles
949503,Macrochelys suwanniensis,Suwannee Alligator Snapping Turtle,Turtles
102590,Macrochelys temminckii,Alligator Snapping Turtle,Turtles
100294,Pseudemys alabamensis,Alabama Red-bellied Cooter,Turtles
103473,Pseudemys gorzugi,Rio Grande Cooter,Turtles
105823,Sternotherus depressus,Flattened Musk Turtle,Turtles
103880,Trachemys gaigeae,Mexican Plateau Slider,Turtles
